Date,NumberAdmitted,SevenDayAverage,SevenDayAverageQF
20200301,1,,z
20200303,1,,z
20200304,1,,z
20200305,3,,z
20200306,4,,z
20200307,2,,z
20200308,1,1.85714285714286,
20200309,6,2.57142857142857,
20200310,9,3.71428571428571,
20200311,14,5.57142857142857,
20200312,7,6.14285714285714,
20200313,4,6.14285714285714,
20200314,9,7.14285714285714,
20200315,8,8.14285714285714,
20200316,10,8.71428571428571,
20200317,22,10.5714285714286,
20200318,18,11.1428571428571,
20200319,26,13.8571428571429,
20200320,47,20,
20200321,49,25.7142857142857,
20200322,37,29.8571428571429,
20200323,71,38.5714285714286,
20200324,72,45.7142857142857,
20200325,92,56.2857142857143,
20200326,108,68,
20200327,118,78.1428571428571,
20200328,140,91.1428571428571,
20200329,117,102.571428571429,
20200330,153,114.285714285714,
20200331,146,124.857142857143,
20200401,187,138.428571428571,
20200402,141,143.142857142857,
20200403,179,151.857142857143,
20200404,130,150.428571428571,
20200405,133,152.714285714286,
20200406,168,154.857142857143,
20200407,142,154.285714285714,
20200408,120,144.714285714286,
20200409,109,140.142857142857,
20200410,96,128.285714285714,
20200411,64,118.857142857143,
20200412,66,109.285714285714,
20200413,84,97.2857142857143,
20200414,83,88.8571428571429,
20200415,76,82.5714285714286,
20200416,77,78,
20200417,80,75.7142857142857,
20200418,60,75.1428571428571,
20200419,47,72.4285714285714,
20200420,55,68.2857142857143,
20200421,55,64.2857142857143,
20200422,50,60.5714285714286,
20200423,51,56.8571428571429,
20200424,68,55.1428571428571,
20200425,30,50.8571428571429,
20200426,30,48.4285714285714,
20200427,57,48.7142857142857,
20200428,51,48.1428571428571,
20200429,35,46,
20200430,35,43.7142857142857,
20200501,38,39.4285714285714,
20200502,34,40,
20200503,32,40.2857142857143,
20200504,39,37.7142857142857,
20200505,29,34.5714285714286,
20200506,36,34.7142857142857,
20200507,26,33.4285714285714,
20200508,25,31.5714285714286,
20200509,15,28.8571428571429,
20200510,24,27.7142857142857,
20200511,27,26,
20200512,27,25.7142857142857,
20200513,20,23.4285714285714,
20200514,20,22.5714285714286,
20200515,23,22.2857142857143,
20200516,14,22.1428571428571,
20200517,8,19.8571428571429,
20200518,22,19.1428571428571,
20200519,6,16.1428571428571,
20200520,12,15,
20200521,10,13.5714285714286,
20200522,13,12.1428571428571,
20200523,11,11.7142857142857,
20200524,6,11.4285714285714,
20200525,8,9.42857142857143,
20200526,8,9.71428571428571,
20200527,7,9,
20200528,4,8.14285714285714,
20200529,9,7.57142857142857,
20200530,2,6.28571428571429,
20200531,8,6.57142857142857,
20200601,3,5.85714285714286,
20200602,2,5,
20200603,4,4.57142857142857,
20200604,4,4.57142857142857,
20200605,8,4.42857142857143,
20200606,4,4.71428571428571,
20200607,4,4.14285714285714,
20200608,3,4.14285714285714,
20200609,4,4.42857142857143,
20200610,4,4.42857142857143,
20200611,4,4.42857142857143,
20200613,3,3.71428571428571,
20200614,4,3.71428571428571,
20200615,4,3.71428571428571,
20200616,4,3.85714285714286,
20200617,3,3.71428571428571,
20200619,3,3.57142857142857,
20200620,1,3.14285714285714,
20200622,4,3.28571428571429,
20200623,2,3,
20200624,1,2.57142857142857,
20200625,2,2.28571428571429,
20200627,1,2,
20200628,1,1.71428571428571,
20200629,1,1.71428571428571,
20200701,2,1.42857142857143,
20200703,1,1.28571428571429,
20200705,1,1.28571428571429,
20200706,2,1.28571428571429,
20200710,2,1.42857142857143,
20200711,2,1.57142857142857,
20200714,1,1.57142857142857,
20200716,1,1.42857142857143,
20200719,2,1.57142857142857,
20200725,3,1.85714285714286,
20200729,2,1.85714285714286,
20200801,1,1.71428571428571,
20200804,1,1.57142857142857,
20200805,1,1.57142857142857,
20200807,1,1.57142857142857,
20200810,3,1.71428571428571,
20200811,1,1.42857142857143,
20200813,1,1.28571428571429,
20200814,2,1.42857142857143,
20200815,3,1.71428571428571,
20200816,1,1.71428571428571,
20200817,2,1.85714285714286,
20200818,1,1.57142857142857,
20200819,2,1.71428571428571,
20200820,3,2,
20200821,2,2,
20200822,2,1.85714285714286,
20200824,2,2,
20200825,4,2.28571428571429,
20200826,3,2.57142857142857,
20200827,2,2.57142857142857,
20200828,3,2.57142857142857,
20200829,2,2.57142857142857,
20200830,2,2.57142857142857,
20200831,2,2.57142857142857,
20200901,1,2.14285714285714,
20200902,3,2.14285714285714,
20200903,1,2,
20200904,8,2.71428571428571,
20200905,3,2.85714285714286,
20200906,1,2.71428571428571,
20200907,7,3.42857142857143,
20200908,5,4,
20200909,3,4,
20200910,7,4.85714285714286,
20200911,6,4.57142857142857,
20200912,5,4.85714285714286,
20200913,4,5.28571428571429,
20200914,9,5.57142857142857,
20200915,6,5.71428571428571,
20200916,15,7.42857142857143,
20200917,8,7.57142857142857,
20200918,6,7.57142857142857,
20200919,8,8,
20200920,10,8.85714285714286,
20200921,9,8.85714285714286,
20200922,22,11.1428571428571,
20200923,13,10.8571428571429,
20200924,20,12.5714285714286,
20200925,17,14.1428571428571,
20200926,12,14.7142857142857,
20200927,20,16.1428571428571,
20200928,26,18.5714285714286,
20200929,17,17.8571428571429,
20200930,23,19.2857142857143,
20201001,31,20.8571428571429,
20201002,35,23.4285714285714,
20201003,28,25.7142857142857,
20201004,29,27,
20201005,46,29.8571428571429,
20201006,58,35.7142857142857,
20201007,50,39.5714285714286,
20201008,56,43.1428571428571,
20201009,42,44.1428571428571,
20201010,45,46.5714285714286,
20201011,54,50.1428571428571,
20201012,71,53.7142857142857,
20201013,84,57.4285714285714,
20201014,70,60.2857142857143,
20201015,75,63,
20201016,97,70.8571428571429,
20201017,68,74.1428571428571,
20201018,62,75.2857142857143,
20201019,94,78.5714285714286,
20201020,105,81.5714285714286,
20201021,92,84.7142857142857,
20201022,96,87.7142857142857,
20201023,93,87.1428571428571,
20201024,75,88.1428571428571,
20201025,89,92,
20201026,96,92.2857142857143,
20201027,96,91,
20201028,95,91.4285714285714,
20201029,68,87.4285714285714,
20201030,100,88.4285714285714,
20201031,77,88.7142857142857,
20201101,79,87.2857142857143,
20201102,69,83.4285714285714,
20201103,83,81.5714285714286,
20201104,75,78.7142857142857,
20201105,66,78.4285714285714,
20201106,63,73.1428571428571,
20201107,55,70,
20201108,63,67.7142857142857,
20201109,67,67.4285714285714,
20201110,61,64.2857142857143,
20201111,70,63.5714285714286,
20201112,72,64.4285714285714,
20201113,71,65.5714285714286,
20201114,72,68,
20201115,65,68.2857142857143,
20201116,65,68,
20201117,72,69.5714285714286,
20201118,63,68.5714285714286,
20201119,69,68.1428571428571,
20201120,74,68.5714285714286,
20201121,61,67,
20201122,48,64.5714285714286,
20201123,74,65.8571428571429,
20201124,71,65.7142857142857,
20201125,58,65,
20201126,46,61.7142857142857,
20201127,49,58.1428571428571,
20201128,37,54.7142857142857,
20201129,42,53.8571428571429,
20201130,52,50.7142857142857,
20201201,39,46.1428571428571,
20201202,61,46.5714285714286,
20201203,42,46,
20201204,52,46.4285714285714,
20201205,41,47,
20201206,40,46.7142857142857,
20201207,55,47.1428571428571,
20201208,53,49.1428571428571,
20201209,42,46.4285714285714,
20201210,49,47.4285714285714,
20201211,60,48.5714285714286,
20201212,41,48.5714285714286,
20201213,43,49,
20201214,69,51,
20201215,47,50.1428571428571,
20201216,63,53.1428571428571,
20201217,61,54.8571428571429,
20201218,54,54,
20201219,52,55.5714285714286,
20201220,48,56.2857142857143,
20201221,67,56,
20201222,53,56.8571428571429,
20201223,59,56.2857142857143,
20201224,45,54,
20201225,45,52.7142857142857,
20201226,64,54.4285714285714,
20201227,85,59.7142857142857,
20201228,95,63.7142857142857,
20201229,109,71.7142857142857,
20201230,111,79.1428571428571,
20201231,115,89.1428571428571,
20210101,91,95.7142857142857,
20210102,101,101,
20210103,98,102.857142857143,
20210104,129,107.714285714286,
20210105,129,110.571428571429,
20210106,142,115,
20210107,144,119.142857142857,
20210108,140,126.142857142857,
20210109,134,130.857142857143,
20210110,132,135.714285714286,
20210111,179,142.857142857143,
20210112,156,146.714285714286,
20210113,130,145,
20210114,135,143.714285714286,
20210115,153,145.571428571429,
20210116,124,144.142857142857,
20210117,116,141.857142857143,
20210118,123,133.857142857143,
20210119,149,132.857142857143,
20210120,133,133.285714285714,
20210121,141,134.142857142857,
20210122,119,129.285714285714,
20210123,111,127.428571428571,
20210124,81,122.428571428571,
20210125,116,121.428571428571,
20210126,118,117,
20210127,113,114.142857142857,
20210128,101,108.428571428571,
20210129,110,107.142857142857,
20210130,78,102.428571428571,
20210131,77,101.857142857143,
20210201,99,99.4285714285714,
20210202,83,94.4285714285714,
20210203,74,88.8571428571429,
20210204,85,86.5714285714286,
20210205,82,82.5714285714286,
20210206,68,81.1428571428571,
20210207,72,80.4285714285714,
20210208,56,74.2857142857143,
20210209,78,73.5714285714286,
20210210,65,72.2857142857143,
20210211,81,71.7142857142857,
20210212,68,69.7142857142857,
20210213,58,68.2857142857143,
20210214,59,66.4285714285714,
20210215,55,66.2857142857143,
20210216,84,67.1428571428571,
20210217,53,65.4285714285714,
20210218,56,61.8571428571429,
20210219,72,62.4285714285714,
20210220,64,63.2857142857143,
20210221,53,62.4285714285714,
20210222,61,63.2857142857143,
20210223,53,58.8571428571429,
20210224,46,57.8571428571429,
20210225,45,56.2857142857143,
20210226,51,53.2857142857143,
20210227,43,50.2857142857143,
20210228,41,48.5714285714286,
20210301,55,47.7142857142857,
20210302,51,47.4285714285714,
20210303,33,45.5714285714286,
20210304,33,43.8571428571429,
20210305,32,41.1428571428571,
20210306,24,38.4285714285714,
20210307,18,35.1428571428571,
20210308,28,31.2857142857143,
20210309,33,28.7142857142857,
20210310,28,28,
20210311,24,26.7142857142857,
20210312,27,26,
20210313,23,25.8571428571429,
20210314,23,26.5714285714286,
20210315,33,27.2857142857143,
20210316,19,25.2857142857143,
20210317,24,24.7142857142857,
20210318,27,25.1428571428571,
20210319,18,23.8571428571429,
20210320,17,23,
20210321,22,22.8571428571429,
20210322,20,21,
20210323,24,21.7142857142857,
20210324,22,21.4285714285714,
20210325,27,21.4285714285714,
20210326,19,21.5714285714286,
20210327,14,21.1428571428571,
20210328,22,21.1428571428571,
20210329,19,21,
20210330,13,19.4285714285714,
20210331,18,18.8571428571429,
20210401,18,17.5714285714286,
20210402,24,18.2857142857143,
20210403,15,18.4285714285714,
20210404,12,17,
20210405,23,17.5714285714286,
20210406,15,17.8571428571429,
20210407,16,17.5714285714286,
20210408,16,17.2857142857143,
20210409,16,16.1428571428571,
20210410,11,15.5714285714286,
20210411,9,15.1428571428571,
20210412,7,12.8571428571429,
20210413,8,11.8571428571429,
20210414,13,11.4285714285714,
20210415,12,10.8571428571429,
20210416,10,10,
20210417,8,9.57142857142857,
20210418,9,9.57142857142857,
20210419,10,10,
20210420,9,10.1428571428571,
20210421,8,9.42857142857143,
20210422,10,9.14285714285714,
20210423,13,9.57142857142857,
20210424,6,9.28571428571429,
20210425,7,9,
20210426,8,8.71428571428571,
20210427,8,8.57142857142857,
20210428,3,7.85714285714286,
20210429,8,7.57142857142857,
20210430,11,7.28571428571429,
20210501,8,7.57142857142857,
20210502,7,7.57142857142857,
20210503,6,7.28571428571429,
20210504,6,7,
20210505,6,7.42857142857143,
20210506,14,8.28571428571429,
20210507,7,7.71428571428571,
20210508,11,8.14285714285714,
20210509,8,8.28571428571429,
20210510,5,8.14285714285714,
20210511,10,8.71428571428571,
20210512,10,9.28571428571429,
20210513,7,8.28571428571429,
20210514,8,8.42857142857143,
20210515,6,7.71428571428571,
20210516,11,8.14285714285714,
20210517,11,9,
20210518,15,9.71428571428571,
20210519,16,10.5714285714286,
20210520,16,11.8571428571429,
20210521,21,13.7142857142857,
20210522,16,15.1428571428571,
20210523,12,15.2857142857143,
20210524,16,16,
20210525,15,16,
20210526,9,15,
20210527,11,14.2857142857143,
20210528,19,14,
20210529,20,14.5714285714286,
20210530,16,15.1428571428571,
20210531,16,15.1428571428571,
20210601,28,17,
20210602,15,17.8571428571429,
20210603,24,19.7142857142857,
20210604,18,19.5714285714286,
20210605,18,19.2857142857143,
20210606,25,20.5714285714286,
20210607,23,21.5714285714286,
20210608,19,20.2857142857143,
20210609,17,20.5714285714286,
20210610,26,20.8571428571429,
20210611,19,21,
20210612,25,22,
20210613,21,21.4285714285714,
20210614,29,22.2857142857143,
20210615,23,22.8571428571429,
20210616,33,25.1428571428571,
20210617,18,24,
20210618,38,26.7142857142857,
20210619,23,26.4285714285714,
20210620,22,26.5714285714286,
20210621,26,26.1428571428571,
20210622,33,27.5714285714286,
20210623,41,28.7142857142857,
20210624,35,31.1428571428571,
20210625,32,30.2857142857143,
20210626,29,31.1428571428571,
20210627,27,31.8571428571429,
20210628,48,35,
20210629,53,37.8571428571429,
20210630,50,39.1428571428571,
20210701,50,41.2857142857143,
20210702,57,44.8571428571429,
20210703,46,47.2857142857143,
20210704,62,52.2857142857143,
20210705,67,55,
20210706,85,59.5714285714286,
20210707,86,64.7142857142857,
20210708,81,69.1428571428571,
20210709,71,71.1428571428571,
20210710,65,73.8571428571429,
20210711,53,72.5714285714286,
20210712,83,74.8571428571429,
20210713,85,74.8571428571429,
20210714,63,71.5714285714286,
20210715,66,69.4285714285714,
20210716,56,67.2857142857143,
20210717,43,64.1428571428571,
20210718,52,64,
20210719,59,60.5714285714286,
20210720,50,55.5714285714286,
20210721,67,56.1428571428571,
20210722,51,54,
20210723,51,53.2857142857143,
20210724,36,52.2857142857143,
20210725,37,50.1428571428571,
20210726,45,48.1428571428571,
20210727,49,48,
20210728,56,46.4285714285714,
20210729,33,43.8571428571429,
20210730,36,41.7142857142857,
20210731,27,40.4285714285714,
20210801,31,39.5714285714286,
20210802,43,39.2857142857143,
20210803,35,37.2857142857143,
20210804,33,34,
20210805,42,35.2857142857143,
20210806,40,35.8571428571429,
20210807,28,36,
20210808,27,35.4285714285714,
20210809,28,33.2857142857143,
20210810,52,35.7142857142857,
20210811,29,35.1428571428571,
20210812,29,33.2857142857143,
20210813,29,31.7142857142857,
20210814,28,31.7142857142857,
20210815,24,31.2857142857143,
20210816,18,29.8571428571429,
20210817,40,28.1428571428571,
20210818,41,29.8571428571429,
20210819,38,31.1428571428571,
20210820,51,34.2857142857143,
20210821,37,35.5714285714286,
20210822,40,37.8571428571429,
20210823,50,42.4285714285714,
20210824,62,45.5714285714286,
20210825,82,51.4285714285714,
20210826,78,57.1428571428571,
20210827,84,61.8571428571429,
20210828,78,67.7142857142857,
20210829,76,72.8571428571429,
20210830,84,77.7142857142857,
20210831,104,83.7142857142857,
20210901,121,89.2857142857143,
20210902,96,91.8571428571429,
20210903,120,97,
20210904,101,100.285714285714,
20210905,87,101.857142857143,
20210906,132,108.714285714286,
20210907,162,117,
20210908,130,118.285714285714,
20210909,133,123.571428571429,
20210910,143,126.857142857143,
20210911,111,128.285714285714,
20210912,114,132.142857142857,
20210913,141,133.428571428571,
20210914,134,129.428571428571,
20210915,138,130.571428571429,
20210916,121,128.857142857143,
20210917,113,124.571428571429,
20210918,92,121.857142857143,
20210919,78,116.714285714286,
20210920,118,113.428571428571,
20210921,95,107.857142857143,
20210922,85,100.285714285714,
20210923,92,96.1428571428571,
20210924,79,91.2857142857143,
20210925,72,88.4285714285714,
20210926,67,86.8571428571429,
20210927,88,82.5714285714286,
20210928,86,81.2857142857143,
20210929,75,79.8571428571429,
20210930,63,75.7142857142857,
20211001,74,75,
20211002,70,74.7142857142857,
20211003,76,76,
20211004,96,77.1428571428571,
20211005,78,76,
20211006,71,75.4285714285714,
20211007,84,78.4285714285714,
20211008,88,80.4285714285714,
20211009,65,79.7142857142857,
20211010,57,77,
20211011,60,71.8571428571429,
20211012,72,71,
20211013,58,69.1428571428571,
20211014,79,68.4285714285714,
20211015,80,67.2857142857143,
20211016,63,67,
20211017,48,65.7142857142857,
20211018,89,69.8571428571429,
20211019,99,73.7142857142857,
20211020,85,77.5714285714286,
20211021,80,77.7142857142857,
20211022,85,78.4285714285714,
20211023,62,78.2857142857143,
20211024,63,80.4285714285714,
20211025,90,80.5714285714286,
20211026,88,79,
20211027,86,79.1428571428571,
20211028,79,79,
20211029,87,79.2857142857143,
20211030,61,79.1428571428571,
20211031,63,79.1428571428571,
20211101,92,79.4285714285714,
20211102,81,78.4285714285714,
20211103,78,77.2857142857143,
20211104,66,75.4285714285714,
20211105,72,73.2857142857143,
20211106,52,72,
20211107,57,71.1428571428571,
20211108,84,70,
20211109,82,70.1428571428571,
20211110,64,68.1428571428571,
20211111,86,71,
20211112,59,69.1428571428571,
20211113,38,67.1428571428571,
20211114,61,67.7142857142857,
20211115,68,65.4285714285714,
20211116,74,64.2857142857143,
20211117,58,63.4285714285714,
20211118,54,58.8571428571429,
20211119,54,58.1428571428571,
20211120,35,57.7142857142857,
20211121,40,54.7142857142857,
20211122,66,54.4285714285714,
20211123,55,51.7142857142857,
20211124,65,52.7142857142857,
20211125,52,52.4285714285714,
20211126,47,51.4285714285714,
20211127,39,52,
20211128,40,52,
20211129,66,52,
20211130,47,50.8571428571429,
20211201,50,48.7142857142857,
20211202,45,47.7142857142857,
20211203,34,45.8571428571429,
20211204,48,47.1428571428571,
20211205,37,46.7142857142857,
20211206,63,46.2857142857143,
20211207,63,48.5714285714286,
20211208,61,50.1428571428571,
20211209,64,52.8571428571429,
20211210,38,53.4285714285714,
20211211,33,51.2857142857143,
20211212,32,50.5714285714286,
20211213,53,49.1428571428571,
20211214,48,47,
20211215,53,45.8571428571429,
20211216,47,43.4285714285714,
20211217,41,43.8571428571429,
20211218,43,45.2857142857143,
20211219,35,45.7142857142857,
20211220,70,48.1428571428571,
20211221,54,49,
20211222,66,50.8571428571429,
20211223,50,51.2857142857143,
20211224,66,54.8571428571429,
20211225,42,54.7142857142857,
20211226,69,59.5714285714286,
